29,245,152,238,166,8,103,245,152,238,245,152,238,245,152,238,245,152,238,245,152,238,166,8,103,0
30,251,44,242,251,44,242,251,44,242,251,44,242,97,114,92,251,44,242,97,114,92,251,44,242,1
31,200,110,147,250,106,104,200,110,147,200,110,147,200,110,147,200,110,147,200,110,147,250,106,104,0
32,19,254,153,72,19,28,19,254,153,19,254,153,19,254,153,19,254,153,19,254,153,72,19,28,0
33,253,122,251,253,122,251,253,122,251,12,239,157,253,122,251,253,122,251,12,239,157,12,239,157,2
34,58,183,25,58,183,25,58,183,25,66,229,4,58,183,25,66,229,4,58,183,25,66,229,4,3
35,48,134,98,48,134,98,48,134,98,48,134,98,87,221,63,87,221,63,48,134,98,87,221,63,5
36,178,17,74,217,185,241,217,185,241,217,185,241,178,17,74,217,185,241,178,17,74,217,185,241,7
37,84,146,253,118,90,112,84,146,253,84,146,253,84,146,253,84,146,253,84,146,253,118,90,112,0
38,156,17,45,52,87,152,52,87,152,52,87,152,156,17,45,52,87,152,156,17,45,52,87,152,7
39,218,174,104,218,174,104,218,174,104,192,224,228,218,174,104,218,174,104,192,224,228,192,224,228,2
40,187,223,68,45,61,231,45,61,231,45,61,231,187,223,68,45,61,231,187,223,68,45,61,231,7
41,92,47,146,92,47,146,92,47,146,92,47,146,92,47,146,92,47,146,92,47,146,185,149,198,8
42,251,42,130,251,42,130,251,42,130,251,42,130,251,42,130,251,42,130,251,42,130,250,229,165,8
43,34,164,104,33,132,136,33,132,136,33,132,136,34,164,104,33,132,136,34,164,104,33,132,136,7
44,252,243,223,252,243,223,252,243,223,252,243,223,252,243,223,252,243,223,252,243,223,65,240,228,8
45,81,232,229,123,15,117,81,232,229,81,232,229,81,232,229,81,232,229,81,232,229,123,15,117,0
46,44,147,117,44,147,117,44,147,117,186,57,152,44,147,117,186,57,152,44,147,117,186,57,152,3
47,29,102,240,236,152,149,29,102,240,29,102,240,29,102,240,29,102,240,29,102,240,236,152,149,0
48,93,140,56,93,140,56,93,140,56,93,140,56,65,187,80,93,140,56,65,187,80,93,140,56,1
49,190,220,6,190,220,6,190,220,6,190,220,6,190,220,6,239,85,92,190,220,6,239,85,92,9
50,221,226,59,221,226,59,221,226,59,230,179,207,221,226,59,221,226,59,230,179,207,230,179,207,2
51,193,149,94,193,149,94,193,149,94,193,149,94,193,149,94,135,8,191,193,149,94,135,8,191,9
52,104,72,213,104,72,213,104,72,213,160,146,51,104,72,213,104,72,213,160,146,51,160,146,51,2
53,78,229,185,78,229,185,78,229,185,164,201,95,78,229,185,78,229,185,164,201,95,164,201,95,2
54,8,224,242,8,224,242,8,224,242,8,224,242,123,110,158,8,224,242,123,110,158,8,224,242,1
55,147,224,47,10,163,129,147,224,47,147,224,47,147,224,47,147,224,47,147,224,47,10,163,129,0
56,233,37,27,240,187,6,233,37,27,240,187,6,240,187,6,233,37,27,240,187,6,233,37,27,4
57,102,232,109,200,19,120,102,232,109,102,232,109,102,232,109,102,232,109,102,232,109,200,19,120,0
58,193,112,116,193,112,116,193,112,116,232,191,245,193,112,116,232,191,245,193,112,116,232,191,245,3
59,165,238,150,165,238,150,165,238,150,1,139,88,165,238,150,1,139,88,165,238,150,1,139,88,3
60,209,228,254,209,228,254,209,228,254,209,228,254,209,228,254,209,228,254,209,228,254,67,1,73,8
61,163,30,8,163,30,8,163,30,8,163,30,8,93,71,148,93,71,148,163,30,8,93,71,148,5
62,237,204,84,237,204,84,237,204,84,237,204,84,188,145,4,237,204,84,188,145,4,237,204,84,1
63,214,196,14,214,196,14,214,196,14,214,196,14,162,157,173,214,196,14,214,196,14,162,157,173,6
64,246,143,217,226,19,90,226,19,90,226,19,90,246,143,217,226,19,90,246,143,217,226,19,90,7
65,181,215,13,181,215,13,181,215,13,104,78,7,181,215,13,104,78,7,181,215,13,104,78,7,3
66,49,185,244,49,185,244,49,185,244,62,226,76,49,185,244,49,185,244,62,226,76,62,226,76,2
67,24,206,174,235,247,84,24,206,174,24,206,174,24,206,174,24,206,174,24,206,174,235,247,84,0
68,162,182,137,162,182,137,162,182,137,162,182,137,68,77,53,68,77,53,162,182,137,68,77,53,5
69,92,16,155,61,124,235,61,124,235,61,124,235,92,16,155,61,124,235,92,16,155,61,124,235,7
70,228,150,213,240,255,96,228,150,213,228,150,213,228,150,213,228,150,213,228,150,213,240,255,96,0
71,188,56,18,23,67,39,188,56,18,23,67,39,23,67,39,188,56,18,23,67,39,188,56,18,4
72,25,104,33,25,104,33,25,104,33,25,104,33,192,89,115,25,104,33,192,89,115,25,104,33,1
73,171,215,153,171,215,153,171,215,153,33,20,139,171,215,153,33,20,139,171,215,153,33,20,139,3
74,66,55,134,50,40,76,50,40,76,50,40,76,66,55,134,50,40,76,66,55,134,50,40,76,7
75,209,71,217,209,71,217,209,71,217,209,71,217,209,71,217,39,99,78,209,71,217,39,99,78,9
76,42,78,69,42,78,69,42,78,69,42,78,69,78,149,137,42,78,69,78,149,137,42,78,69,1
77,198,75,204,198,75,204,198,75,204,5,208,182,198,75,204,5,208,182,198,75,204,5,208,182,3
78,191,110,242,22,4,157,191,110,242,22,4,157,22,4,157,191,110,242,22,4,157,191,110,242,4
79,204,254,54,204,254,54,204,254,54,204,254,54,84,194,193,204,254,54,84,194,193,204,254,54,1
80,102,129,33,102,129,33,102,129,33,102,129,33,133,85,6,102,129,33,102,129,33,133,85,6,6
81,116,76,174,116,76,174,116,76,174,116,76,174,116,76,174,184,130,83,116,76,174,184,130,83,9
82,90,122,45,193,249,11,90,122,45,90,122,45,90,122,45,90,122,45,90,122,45,193,249,11,0
83,36,135,1,36,135,1,36,135,1,36,135,1,36,135,1,36,135,1,36,135,1,42,24,175,8
84,86,221,172,4,132,131,86,221,172,4,132,131,4,132,131,86,221,172,4,132,131,86,221,172,4
85,170,127,219,170,127,219,170,127,219,170,127,219,170,127,219,7,189,83,170,127,219,7,189,83,9
86,193,158,63,193,158,63,193,158,63,193,158,63,193,158,63,161,60,125,193,158,63,161,60,125,9
87,184,129,164,184,129,164,184,129,164,184,129,164,184,129,164,184,129,164,184,129,164,57,149,171,8
88,184,108,132,184,108,132,184,108,132,51,163,12,184,108,132,51,163,12,184,108,132,51,163,12,3
89,232,155,139,232,155,139,232,155,139,54,198,178,232,155,139,232,155,139,54,198,178,54,198,178,2
90,231,32,11,231,32,11,231,32,11,204,56,98,231,32,11,204,56,98,231,32,11,204,56,98,3
91,99,38,98,99,38,98,99,38,98,99,38,98,131,23,195,131,23,195,99,38,98,131,23,195,5
92,210,239,49,210,239,49,210,239,49,210,239,49,210,239,49,66,202,185,210,239,49,66,202,185,9
93,204,51,27,204,51,27,204,51,27,204,51,27,204,51,27,204,51,27,204,51,27,242,132,180,8
94,16,18,246,16,18,246,16,18,246,16,18,246,4,9,14,16,18,246,16,18,246,4,9,14,6
95,239,41,199,239,41,199,239,41,199,239,41,199,45,205,143,239,41,199,45,205,143,239,41,199,1
96,52,30,215,52,30,215,52,30,215,196,191,29,52,30,215,52,30,215,196,191,29,196,191,29,2
97,130,111,98,130,111,98,130,111,98,130,111,98,130,111,98,37,175,169,130,111,98,37,175,169,9
98,164,48,210,164,48,210,164,48,210,164,48,210,164,48,210,36,171,168,164,48,210,36,171,168,9
99,247,17,59,220,65,15,220,65,15,220,65,15,247,17,59,220,65,15,247,17,59,220,65,15,7
100,126,56,226,67,1,236,67,1,236,67,1,236,126,56,226,67,1,236,126,56,226,67,1,236,7
101,41,230,79,41,230,79,41,230,79,98,135,200,41,230,79,98,135,200,41,230,79,98,135,200,3
102,188,228,41,51,34,210,188,228,41,188,228,41,188,228,41,188,228,41,188,228,41,51,34,210,0
103,84,240,182,84,240,182,84,240,182,84,240,182,239,135,6,84,240,182,239,135,6,84,240,182,1
104,111,154,85,111,154,85,111,154,85,111,154,85,111,154,85,217,206,138,111,154,85,217,206,138,9
105,152,249,115,152,249,115,152,249,115,152,249,115,152,249,115,192,51,83,152,249,115,192,51,83,9
106,249,152,150,249,152,150,249,152,150,249,152,150,113,138,223,113,138,223,249,152,150,113,138,223,5
107,42,223,187,42,223,187,42,223,187,42,223,187,89,76,1,89,76,1,42,223,187,89,76,1,5
108,192,94,154,192,94,154,192,94,154,192,94,154,192,94,154,192,94,154,192,94,154,47,55,80,8
109,249,114,220,249,114,220,249,114,220,249,114,220,130,100,142,249,114,220,249,114,220,130,100,142,6
110,104,106,224,104,106,224,104,106,224,187,227,113,104,106,224,187,227,113,104,106,224,187,227,113,3
111,21,116,48,21,116,48,21,116,48,150,26,6,21,116,48,150,26,6,21,116,48,150,26,6,3
112,78,36,87,78,36,87,78,36,87,78,36,87,64,137,124,78,36,87,78,36,87,64,137,124,6
113,226,35,170,226,35,170,226,35,170,226,35,170,82,73,20,226,35,170,226,35,170,82,73,20,6
114,57,138,242,57,138,242,57,138,242,119,105,225,57,138,242,119,105,225,57,138,242,119,105,225,3
115,12,203,80,12,203,80,12,203,80,228,20,134,12,203,80,12,203,80,228,20,134,228,20,134,2
116,207,236,183,207,236,183,207,236,183,207,236,183,207,236,183,207,236,183,207,236,183,83,58,241,8
117,15,196,185,15,196,185,15,196,185,15,196,185,15,196,185,199,253,217,15,196,185,199,253,217,9
118,249,84,107,123,232,146,249,84,107,123,232,146,123,232,146,249,84,107,123,232,146,249,84,107,4
119,157,144,170,157,144,170,157,144,170,157,144,170,86,10,73,157,144,170,86,10,73,157,144,170,1
120,209,178,140,209,178,140,209,178,140,10,12,117,209,178,140,10,12,117,209,178,140,10,12,117,3
121,169,157,67,169,157,67,169,157,67,169,157,67,169,157,67,76,211,158,169,157,67,76,211,158,9
122,15,148,213,15,148,213,15,148,213,80,72,17,15,148,213,15,148,213,80,72,17,80,72,17,2
123,164,160,30,164,160,30,164,160,30,164,160,30,234,159,66,164,160,30,234,159,66,164,160,30,1
124,219,53,61,219,53,61,219,53,61,219,53,61,219,53,61,219,53,61,219,53,61,55,140,18,8
125,33,156,156,33,156,156,33,156,156,33,156,156,33,156,156,132,143,63,33,156,156,132,143,63,9
126,248,66,145,248,66,145,248,66,145,248,66,145,248,66,145,248,66,145,248,66,145,123,108,81,8
127,12,204,203,12,204,203,12,204,203,12,204,203,216,45,76,12,204,203,12,204,203,216,45,76,6
128,108,233,73,147,206,183,108,233,73,147,206,183,147,206,183,108,233,73,147,206,183,108,233,73,4
129,13,136,10,146,186,39,13,136,10,13,136,10,13,136,10,13,136,10,13,136,10,146,186,39,0
130,168,129,50,168,129,50,168,129,50,168,129,50,27,227,93,168,129,50,27,227,93,168,129,50,1
131,212,196,252,176,177,77,176,177,77,176,177,77,212,196,252,176,177,77,212,196,252,176,177,77,7
132,200,239,77,219,209,212,200,239,77,219,209,212,219,209,212,200,239,77,219,209,212,200,239,77,4
133,52,219,14,52,219,14,52,219,14,52,219,14,52,219,14,52,219,14,52,219,14,101,7,218,8
134,39,15,51,39,15,51,39,15,51,223,62,30,39,15,51,39,15,51,223,62,30,223,62,30,2
135,54,197,161,54,197,161,54,197,161,54,197,161,54,197,161,97,139,17,54,197,161,97,139,17,9
136,70,209,53,70,209,53,70,209,53,70,209,53,70,209,53,108,206,84,70,209,53,108,206,84,9
137,240,253,234,240,253,234,240,253,234,141,223,68,240,253,234,141,223,68,240,253,234,141,223,68,3
138,29,140,166,29,140,166,29,140,166,29,140,166,30,203,84,29,140,166,29,140,166,30,203,84,6
139,150,254,10,150,254,10,150,254,10,150,254,10,131,64,96,131,64,96,150,254,10,131,64,96,5
140,211,160,75,211,160,75,211,160,75,211,160,75,211,160,75,211,160,75,211,160,75,201,84,242,8
141,59,179,250,59,179,250,59,179,250,59,179,250,42,161,164,59,179,250,42,161,164,59,179,250,1
142,233,44,49,233,44,49,233,44,49,233,44,49,88,93,87,88,93,87,233,44,49,88,93,87,5
143,207,88,211,185,86,54,207,88,211,185,86,54,185,86,54,207,88,211,185,86,54,207,88,211,4
144,235,114,89,235,114,89,235,114,89,235,114,89,80,0,143,80,0,143,235,114,89,80,0,143,5
145,175,131,157,212,3,133,175,131,157,212,3,133,212,3,133,175,131,157,212,3,133,175,131,157,4
146,89,113,37,45,149,107,89,113,37,45,149,107,45,149,107,89,113,37,45,149,107,89,113,37,4
147,61,0,232,61,0,232,61,0,232,61,0,232,61,0,232,61,0,232,61,0,232,157,252,88,8
148,98,27,116,98,27,116,98,27,116,194,194,117,98,27,116,98,27,116,194,194,117,194,194,117,2
149,13,177,75,13,177,75,13,177,75,216,32,52,13,177,75,216,32,52,13,177,75,216,32,52,3
150,96,185,99,33,43,17,33,43,17,33,43,17,96,185,99,33,43,17,96,185,99,33,43,17,7
151,111,138,233,152,2,69,111,138,233,152,2,69,152,2,69,111,138,233,152,2,69,111,138,233,4
152,216,152,84,216,152,84,216,152,84,210,140,164,216,152,84,216,152,84,210,140,164,210,140,164,2
153,38,138,50,38,138,50,38,138,50,38,138,50,191,182,180,38,138,50,191,182,180,38,138,50,1
154,20,145,86,171,247,1,171,247,1,171,247,1,20,145,86,171,247,1,20,145,86,171,247,1,7
155,146,44,232,146,44,232,146,44,232,146,44,232,146,44,232,129,126,221,146,44,232,129,126,221,9
156,201,18,62,201,18,62,201,18,62,201,18,62,201,18,62,201,18,62,201,18,62,41,37,166,8
157,139,152,60,191,241,168,139,152,60,139,152,60,139,152,60,139,152,60,139,152,60,191,241,168,0
158,29,22,39,29,22,39,29,22,39,29,22,39,205,246,50,29,22,39,205,246,50,29,22,39,1
159,151,247,121,151,247,121,151,247,121,151,247,121,65,115,149,65,115,149,151,247,121,65,115,149,5
160,149,61,96,149,61,96,149,61,96,149,61,96,149,61,96,93,83,173,149,61,96,93,83,173,9
161,47,129,38,47,129,38,47,129,38,47,129,38,235,237,35,47,129,38,235,237,35,47,129,38,1
162,44,212,105,44,212,105,44,212,105,189,59,236,44,212,105,189,59,236,44,212,105,189,59,236,3
163,47,51,168,47,51,168,47,51,168,156,131,245,47,51,168,47,51,168,156,131,245,156,131,245,2
164,144,193,187,144,193,187,144,193,187,236,18,97,144,193,187,236,18,97,144,193,187,236,18,97,3
165,251,2,10,251,2,10,251,2,10,251,2,10,251,2,10,175,0,128,251,2,10,175,0,128,9
166,13,59,109,97,111,136,97,111,136,97,111,136,13,59,109,97,111,136,13,59,109,97,111,136,7
167,108,191,90,108,191,90,108,191,90,108,191,90,114,9,186,108,191,90,114,9,186,108,191,90,1
168,106,158,169,106,158,169,106,158,169,106,158,169,106,158,169,20,126,96,106,158,169,20,126,96,9
169,181,250,245,181,250,245,181,250,245,31,24,172,181,250,245,31,24,172,181,250,245,31,24,172,3
170,108,146,196,108,146,196,108,146,196,108,146,196,138,251,27,108,146,196,138,251,27,108,146,196,1
171,138,244,94,138,244,94,138,244,94,138,244,94,138,244,94,24,123,82,138,244,94,24,123,82,9
172,194,30,32,15,215,237,15,215,237,15,215,237,194,30,32,15,215,237,194,30,32,15,215,237,7
173,245,182,78,245,182,78,245,182,78,245,182,78,211,206,232,245,182,78,211,206,232,245,182,78,1
174,122,213,213,43,181,193,43,181,193,43,181,193,122,213,213,43,181,193,122,213,213,43,181,193,7
175,164,169,3,164,169,3,164,169,3,164,169,3,209,177,233,164,169,3,164,169,3,209,177,233,6
176,83,165,156,83,165,156,83,165,156,98,224,142,83,165,156,98,224,142,83,165,156,98,224,142,3
177,189,18,244,189,18,244,189,18,244,193,221,106,189,18,244,189,18,244,193,221,106,193,221,106,2
178,20,106,251,20,106,251,20,106,251,20,106,251,20,106,251,20,106,251,20,106,251,196,9,155,8
179,96,248,182,96,248,182,96,248,182,96,248,182,19,136,98,19,136,98,96,248,182,19,136,98,5
180,116,17,217,116,17,217,116,17,217,116,17,217,71,233,15,116,17,217,71,233,15,116,17,217,1
181,135,138,203,220,39,79,220,39,79,220,39,79,135,138,203,220,39,79,135,138,203,220,39,79,7
182,141,174,213,141,174,213,141,174,213,141,174,213,141,174,213,141,174,213,141,174,213,86,124,57,8
183,18,32,108,203,223,171,18,32,108,18,32,108,18,32,108,18,32,108,18,32,108,203,223,171,0
184,241,24,142,241,24,142,241,24,142,231,118,102,241,24,142,231,118,102,241,24,142,231,118,102,3
185,9,26,11,9,26,11,9,26,11,9,26,11,9,26,11,187,162,200,9,26,11,187,162,200,9
186,201,121,37,201,121,37,201,121,37,201,121,37,131,86,29,131,86,29,201,121,37,131,86,29,5
187,29,124,221,29,124,221,29,124,221,29,124,221,29,124,221,29,124,221,29,124,221,215,13,186,8
188,225,161,159,225,161,159,225,161,159,225,161,159,168,45,160,225,161,159,168,45,160,225,161,159,1
189,245,77,39,208,59,88,245,77,39,245,77,39,245,77,39,245,77,39,245,77,39,208,59,88,0
190,32,53,40,32,53,40,32,53,40,32,53,40,206,17,125,32,53,40,206,17,125,32,53,40,1
191,203,242,190,203,242,190,203,242,190,203,242,190,191,220,141,203,242,190,203,242,190,191,220,141,6
192,24,169,7,98,18,74,24,169,7,98,18,74,98,18,74,24,169,7,98,18,74,24,169,7,4
193,143,119,41,134,82,199,143,119,41,134,82,199,134,82,199,143,119,41,134,82,199,143,119,41,4
194,98,213,194,252,181,88,98,213,194,252,181,88,252,181,88,98,213,194,252,181,88,98,213,194,4
195,118,251,127,118,251,127,118,251,127,58,102,253,118,251,127,58,102,253,118,251,127,58,102,253,3
196,183,45,41,232,38,23,183,45,41,183,45,41,183,45,41,183,45,41,183,45,41,232,38,23,0
197,48,86,112,48,86,112,48,86,112,48,86,112,35,250,112,48,86,112,35,250,112,48,86,112,1
198,46,138,132,46,138,132,46,138,132,46,138,132,220,48,67,46,138,132,46,138,132,220,48,67,6
199,74,160,108,74,160,108,74,160,108,74,160,108,74,160,108,74,160,108,74,160,108,163,201,134,8
200,249,44,205,93,143,74,249,44,205,93,143,74,93,143,74,249,44,205,93,143,74,249,44,205,4
201,177,150,225,177,150,225,177,150,225,177,150,225,177,150,225,162,87,190,177,150,225,162,87,190,9
202,52,99,17,110,176,129,52,99,17,110,176,129,110,176,129,52,99,17,110,176,129,52,99,17,4
203,199,188,202,29,151,161,199,188,202,199,188,202,199,188,202,199,188,202,199,188,202,29,151,161,0
204,200,62,155,11,238,102,200,62,155,200,62,155,200,62,155,200,62,155,200,62,155,11,238,102,0
205,215,199,149,54,106,128,54,106,128,54,106,128,215,199,149,54,106,128,215,199,149,54,106,128,7
206,226,88,19,226,88,19,226,88,19,226,88,19,88,62,193,88,62,193,226,88,19,88,62,193,5
207,248,77,127,68,184,143,248,77,127,248,77,127,248,77,127,248,77,127,248,77,127,68,184,143,0
208,174,199,211,174,199,211,174,199,211,174,199,211,76,27,119,174,199,211,174,199,211,76,27,119,6
209,225,10,242,225,10,242,225,10,242,225,10,242,36,123,255,36,123,255,225,10,242,36,123,255,5
210,5,118,128,5,118,128,5,118,128,5,118,128,233,146,251,5,118,128,5,118,128,233,146,251,6
211,156,90,53,195,103,245,195,103,245,195,103,245,156,90,53,195,103,245,156,90,53,195,103,245,7
212,65,100,62,41,179,139,65,100,62,65,100,62,65,100,62,65,100,62,65,100,62,41,179,139,0
213,4,207,50,4,207,50,4,207,50,4,207,50,191,57,244,191,57,244,4,207,50,191,57,244,5
214,170,243,234,170,243,234,170,243,234,170,243,234,235,100,99,170,243,234,170,243,234,235,100,99,6
215,122,253,185,122,253,185,122,253,185,122,253,185,214,161,63,122,253,185,122,253,185,214,161,63,6
216,216,199,178,77,96,167,77,96,167,77,96,167,216,199,178,77,96,167,216,199,178,77,96,167,7
217,177,254,54,177,254,54,177,254,54,177,254,54,177,254,54,255,127,70,177,254,54,255,127,70,9
218,61,132,20,61,132,20,61,132,20,61,132,20,32,247,224,61,132,20,61,132,20,32,247,224,6
219,242,127,208,242,127,208,242,127,208,242,127,208,183,109,137,183,109,137,242,127,208,183,109,137,5
220,248,36,219,248,36,219,248,36,219,188,231,215,248,36,219,248,36,219,188,231,215,188,231,215,2
221,253,151,40,107,198,178,107,198,178,107,198,178,253,151,40,107,198,178,253,151,40,107,198,178,7
222,64,12,9,64,12,9,64,12,9,64,12,9,64,12,9,157,238,169,64,12,9,157,238,169,9
223,23,185,183,23,185,183,23,185,183,76,197,91,23,185,183,76,197,91,23,185,183,76,197,91,3
224,202,15,119,202,15,119,202,15,119,202,15,119,117,107,141,117,107,141,202,15,119,117,107,141,5
225,67,111,199,67,111,199,67,111,199,67,111,199,52,145,176,67,111,199,67,111,199,52,145,176,6
226,94,155,2,94,155,2,94,155,2,94,155,2,84,38,185,84,38,185,94,155,2,84,38,185,5
227,98,62,231,98,62,231,98,62,231,98,62,231,98,62,231,98,62,231,98,62,231,12,178,233,8
228,24,52,157,91,227,18,24,52,157,24,52,157,24,52,157,24,52,157,24,52,157,91,227,18,0
229,248,148,247,248,148,247,248,148,247,248,148,247,248,148,247,248,148,247,248,148,247,132,129,65,8
230,27,157,145,27,157,145,27,157,145,27,157,145,27,157,145,27,157,145,27,157,145,217,134,211,8
231,86,186,106,86,186,106,86,186,106,252,137,34,86,186,106,252,137,34,86,186,106,252,137,34,3
232,254,38,6,228,161,236,254,38,6,254,38,6,254,38,6,254,38,6,254,38,6,228,161,236,0
233,247,83,144,247,83,144,247,83,144,247,83,144,219,197,89,219,197,89,247,83,144,219,197,89,5
234,197,41,20,79,83,45,197,41,20,79,83,45,79,83,45,197,41,20,79,83,45,197,41,20,4
235,53,203,176,114,222,226,114,222,226,114,222,226,53,203,176,114,222,226,53,203,176,114,222,226,7
236,139,190,175,139,190,175,139,190,175,139,190,175,156,21,96,139,190,175,156,21,96,139,190,175,1
237,28,216,168,28,216,168,28,216,168,28,216,168,199,91,47,28,216,168,199,91,47,28,216,168,1
238,16,144,58,16,144,58,16,144,58,146,248,136,16,144,58,16,144,58,146,248,136,146,248,136,2
239,24,200,236,144,116,202,24,200,236,144,116,202,144,116,202,24,200,236,144,116,202,24,200,236,4
240,154,133,155,154,133,155,154,133,155,244,205,107,154,133,155,244,205,107,154,133,155,244,205,107,3
241,212,196,51,212,196,51,212,196,51,212,196,51,212,196,51,212,196,51,212,196,51,254,53,73,8
242,200,183,62,200,183,62,200,183,62,160,62,113,200,183,62,200,183,62,160,62,113,160,62,113,2
243,209,73,221,209,73,221,209,73,221,209,73,221,219,140,117,209,73,221,219,140,117,209,73,221,1
244,156,111,155,156,111,155,156,111,155,156,111,155,156,111,155,115,41,60,156,111,155,115,41,60,9
245,230,98,196,3,31,164,3,31,164,3,31,164,230,98,196,3,31,164,230,98,196,3,31,164,7
246,218,220,32,54,28,240,54,28,240,54,28,240,218,220,32,54,28,240,218,220,32,54,28,240,7
247,159,196,37,159,196,37,159,196,37,159,196,37,22,17,247,22,17,247,159,196,37,22,17,247,5
248,7,51,67,7,51,67,7,51,67,7,51,67,97,177,27,7,51,67,7,51,67,97,177,27,6
249,24,237,239,24,237,239,24,237,239,24,237,239,24,237,239,37,106,224,24,237,239,37,106,224,9
250,15,98,36,15,98,36,15,98,36,15,98,36,15,98,36,15,98,36,15,98,36,121,100,219,8
251,238,109,77,238,109,77,238,109,77,238,109,77,227,4,38,238,109,77,227,4,38,238,109,77,1
252,39,253,249,39,253,249,39,253,249,193,62,48,39,253,249,193,62,48,39,253,249,193,62,48,3
253,75,199,97,108,160,152,75,199,97,75,199,97,75,199,97,75,199,97,75,199,97,108,160,152,0
254,199,101,91,199,101,91,199,101,91,199,101,91,168,101,46,199,101,91,168,101,46,199,101,91,1
255,249,180,195,156,93,38,156,93,38,156,93,38,249,180,195,156,93,38,249,180,195,156,93,38,7
256,95,195,112,95,195,112,95,195,112,95,195,112,95,195,112,16,227,211,95,195,112,16,227,211,9
257,63,100,53,130,49,138,130,49,138,130,49,138,63,100,53,130,49,138,63,100,53,130,49,138,7
258,77,94,31,77,94,31,77,94,31,77,94,31,182,244,82,77,94,31,182,244,82,77,94,31,1
259,49,44,228,49,44,228,49,44,228,49,44,228,49,44,228,80,229,199,49,44,228,80,229,199,9
260,22,12,21,22,12,21,22,12,21,16,188,39,22,12,21,16,188,39,22,12,21,16,188,39,3
261,165,88,150,165,88,150,165,88,150,165,88,150,82,118,169,165,88,150,165,88,150,82,118,169,6
262,208,84,123,208,84,123,208,84,123,208,84,123,108,53,35,108,53,35,208,84,123,108,53,35,5
263,170,29,80,170,29,80,170,29,80,170,29,80,170,29,80,170,29,80,170,29,80,107,22,143,8
264,19,222,177,19,222,177,19,222,177,19,222,177,19,222,177,19,222,177,19,222,177,170,220,107,8
265,254,190,250,254,190,250,254,190,250,254,190,250,243,120,252,254,190,250,243,120,252,254,190,250,1
266,254,122,85,154,197,98,254,122,85,154,197,98,154,197,98,254,122,85,154,197,98,254,122,85,4
267,140,100,192,166,63,60,140,100,192,140,100,192,140,100,192,140,100,192,140,100,192,166,63,60,0
268,163,9,164,163,9,164,163,9,164,163,9,164,240,184,188,163,9,164,163,9,164,240,184,188,6
269,103,13,242,103,13,242,103,13,242,103,13,242,103,13,242,103,13,242,103,13,242,13,184,189,8
